category,item
时政,罗马尼亚 持续 低温 已致 至少 冻死 新华网 布加勒斯特 月 日电 记者 林惠芬 罗马尼亚 罕见 低温 天气 已经 持续 数日 迄今 至少 已有 严寒 中 冻死 罗 卫生部 日 媒体 说 最近 小时 卫生部 接到 东北部 摩尔多瓦 地区 中南部 普拉霍 瓦县 例 死亡 报告 本次 寒流 中 全国 冻死 人数 上升 本月 日 罗马尼亚 绝大多数 地区 持续 降雪 气温 大大 低于 往年 同期 日晨 罗 中部 旅游胜地 布拉索夫 市 最低气温 零下 摄氏度 邻近 城市 布泽乌湾 当天 最低气温 下降 零下 摄氏度 首都 布加勒斯特 日 夜晚 最低气温 零下 摄氏度 国家 气象局 全国 大部分 地区 发布 连续 数日 严寒 黄色 警报 日 东北部 中部 地区 严寒 警报 升级 橙色 持续 严寒 低温 天气 罗 经济部 日 下午 宣布 自即日起 全国 能源供应 进入 紧急状态 部分 耗能 企业 暂时 关闭 尽量 确保 居民 用气 采暖 热水 正常 供应 
时政,人保部 今年 城镇 需 就业人数 达 万 本报 北京 月 日电 记者 刘声 年 城镇 需要 就业 总 人数 达 万人 人力资源 社会保障部 部长 尹蔚民 表示 我国 实施 更加 积极 就业 政策 今天 召开 全国 人力资源 社会保障 工作 会议 尹蔚民 透露 包括 高校 毕业生 高校 毕业生 万人 在内 城镇 新增 就业人数 超过 万人 年 城镇 需要 就业 总 人数 达 万人 供求矛盾 比较突出 就业 形势 较为 严峻 确保 就业 局势稳定 重点 做好 项 工作 发挥 政府 投资 重大项目 带动 就业 作用 鼓励 支持 劳动密集型 产业 特别 中小企业 服务业 发展 更 拉动 就业 税收 优惠 社会保险 补贴 政策 鼓励 企业 更 吸纳 就业 帮扶 企业 克服困难 努力 稳定 就业 落实 五缓 缓缴 五项 社会保险费 四减 降低 四项 社会保险费 费率 三补 社会保险 补贴 岗位补贴 职业培训 补贴 两 协商 企业 工会 职工 双方 平等 协商 措施 减轻 企业 负担 保 企业 来保 岗位 稳定 劳动 关系 稳定 就业 加大 政策 扶持 力度 鼓励 自主 创业 实行 税费 减免 场地 安排 小额 担保 贷款 贴息 政策 提供 创业 咨询 开业 服务 劳动者 自谋职业 自主 创业 创造 良好环境 高校 毕业生 农民工 城镇 失业 人员 特别 就业 困难 人员 重点 人群 统筹安排 就业 实施 特别 职业培训 计划 提高 就业 创业 能力 加强 公共 就业 服务 改善 就业 环境 及时 收集 发布 准确 有效 岗位 信息 提供 免费 各项 就业 服务 组织 开展 公共 就业 服务 专项 活动 建立 统一 规范 人力资源 市场 整合 人才 市场 劳动力 市场 完善 人力资源 市场监管 体系 加强 职业 中介机构 管理 市场 运行 监测 制定 人力资源 市场 发展 规划 人保部 部长 称 年 就业 供求矛盾 比较突出 人保部 兵分 十路 全国 调研 寻找 保 就业 底牌 本报 北京 月 日电 记者 刘声 年 城镇 需要 就业 总 人数 达 万人 人力资源 社会保障部 部长 尹蔚民 表示 我国 实施 更加 积极 就业 政策 今天 召开 全国 人力资源 社会保障 工作 会议 尹蔚民 透露 包括 高校 毕业生 高校 毕业生 万人 在内 城镇 新增 就业人数 超过 万人 年 城镇 需要 就业 总 人数 达 万人 供求矛盾 比较突出 就业 形势 较为 严峻 确保 就业 局势稳定 重点 做好 项 工作 发挥 政府 投资 重大项目 带动 就业 作用 鼓励 支持 劳动密集型 产业 特别 中小企业 服务业 发展 更 拉动 就业 税收 优惠 社会保险 补贴 政策 鼓励 企业 更 吸纳 就业 帮扶 企业 克服困难 努力 稳定 就业 落实 五缓 缓缴 五项 社会保险费 四减 降低 四项 社会保险费 费率 三补 社会保险 补贴 岗位补贴 职业培训 补贴 两 协商 企业 工会 职工 双方 平等 协商 措施 减轻 企业 负担 保 企业 来保 岗位 稳定 劳动 关系 稳定 就业 加大 政策 扶持 力度 鼓励 自主 创业 实行 税费 减免 场地 安排 小额 担保 贷款 贴息 政策 提供 创业 咨询 开业 服务 劳动者 自谋职业 自主 创业 创造 良好环境 高校 毕业生 农民工 城镇 失业 人员 特别 就业 困难 人员 重点 人群 统筹安排 就业 实施 特别 职业培训 计划 提高 就业 创业 能力 加强 公共 就业 服务 改善 就业 环境 及时 收集 发布 准确 有效 岗位 信息 提供 免费 各项 就业 服务 组织 开展 公共 就业 服务 专项 活动 建立 统一 规范 人力资源 市场 整合 人才 市场 劳动力 市场 完善 人力资源 市场监管 体系 加强 职业 中介机构 管理 市场 运行 监测 制定 人力资源 市场 发展 规划 人保部 部长 称 年 就业 供求矛盾 比较突出 人保部 兵分 十路 全国 调研 寻找 保 就业 底牌
时政,哈萨克斯坦 一架 飞机 坠毁 死亡 新华网 阿拉木图 月 日电 记者 李斌 哈萨克斯坦 紧急情况 部 日称 一架 安 型飞机 日 下午 该国 北部 北 哈萨克斯坦 州 坠毁 导致 死亡 紧急情况 部 提供 信息 发生 事故 安 型飞机 日 下午 由北 哈萨克斯坦 州 飞往 科斯塔 奈州 飞机 起飞时 不慎 撞 树木 坠毁 起火 机长 飞行员 当场 死亡 受伤 机械师 送往 医院 救治 
时政,大陆 台湾 灾区 捐助 总价值 超过 亿元 中新网 北京 八月 十九日 电 记者 路梅 中共中央 台湾 工作 办公室 主任 王毅 十九日 北京 会见 高金素梅 团长 台湾 少数民族 代表团 时 表示 今天 大陆 社会各界 台湾 灾区 捐款 已达 二亿 七千 万元 人民币 捐赠 物资 折合 三千 万元 人民币 总价值 超过 三 亿元 王毅 表示 中台办 专门 募集 二千 万元 人民币 代表团 捐献 台湾 少数民族 受灾 家庭 同胞 帮助 战胜 灾害 完 
时政,交通部 部门 决算 公布 收支 余 亿元 人民网 北京 月 日电 今日 交通运输 部 公布 年度 部门 决算 所属 预算 单位 全年 收支 总计 约 亿元 具体情况 交通运输 部 年度 收支 决算 总表 说明 现行 部门 决算 管理 规定 交通运输 部 年 部门 决算 反映 交通运输 部 所属 预算 单位 收支 情况 包括 交通运输 部 机关 部属 行政 事业单位 包括 车辆 购置税 资金 安排 用于 国家 地方 交通运输 重点项目 建设 收支 情况 收支 总计 万元 财政拨款 万元 指 当年 中央财政 取得 资金 主要 包括 车辆 购置税 交通 专项资金 行政 事业性 经费 预算内 基本建设 资金 二 事业 收入 万元 指 事业单位 开展 专业 业务 活动 辅助 活动 取得 收入 船舶 检验 收入 抢险 打捞 收入 报刊发行 收入 三 事业单位 经营收入 万元 指 事业单位 专业 业务 活动 辅助 活动 之外 开展 非 独立核算 经营 活动 取得 收入 疏浚 工程 收入 航道 工程 收入 吹 填 工程 收入 四 收入 万元 指除 上述 财政拨款 事业 收入 事业单位 经营收入 以外 收入 对外 投资收益 利息收入 捐赠 收入 五 事业 基金 弥补 收支 差额 万元 指 事业单位 预计 当年 财政拨款 事业 收入 事业单位 经营收入 收入 不足以 安排 当年 支出 情况 使用 以前年度 积累 事业 基金 事业单位 当年 收支相抵 国家 规定 提取 用于 弥补 以后 年度 收支 差额 基金 弥补 本年度 收支 缺口 资金 六 上年 结转 结余 万元 指 以前年度 尚未 完成 结转 年 按原 规定 用途 继续 使用 资金 二 支出 总计 万元 公共服务 支出 万元 主要 包括 部 机关 档案管理 社团 单位 基本 支出 二 外交 支出 万元 主要 包括 国际 组织 会费 支出 国际 组织 捐赠 支出 三 公共安全 支出 万元 主要 交通 港航 公安 单位 用于 治安管理 刑事 侦查 消防 方面 支出 四 教育 支出 万元 主要 包括 部属院校 用于 教学 方面 支出 五 科学技术 支出 万元 主要 包括 部属 科研单位 用于 应用 研究 技术 研究 开发 改善 科研 条件 方面 支出 六 文化 体育 传媒 支出 万元 主要 包括 部属 新闻 出版单位 新闻通讯 出版发行 方面 支出 七 社会保障 就业 支出 万元 主要 包括 用于 行政 事业单位 离退休 方面 支出 八 医疗卫生 支出 万元 主要 包括 部属 医疗 单位 用于 医疗 重大 疾病 预防 控制 突发 公共卫生 事件处理 方面 支出 九 交通运输 支出 万元 主要 包括 用于 国家 地方 重点 交通运输 基础设施 建设 水上 安全 管理 救助 打捞 航道 维护 航标 维护 方面 支出 十 地震 灾后 恢复 重建 支出 万元 主要 包括 用于 部属 单位 地震 灾后 基础设施 恢复 重建 方面 支出 十一 住房 保障 支出 万元 主要 包括 部 机关 部属 行政 事业单位 用于 住房 公积金 提租 补贴 购房 补贴 方面 支出 十二 其他支出 万元 十三 结余 分配 万元 主要 包括 事业单位 会计制度 用于 交纳 所得税 提取 基金 方面 支出 十四 结转 年 万元 主要 包括 以前 年度预算 安排 客观条件 发生变化 无法 按原 计划 实施 需 延迟 以后 年度 按原 规定 用途 继续 使用 资金 交通运输 部 年度 财政拨款 支出 决算表 说明 本表 支出 功能 分类 科目 编制 反映 交通运输 部 年度 部门 决算 中 财政拨款 支出 总体 情况 本表 中 财政拨款 数 包括 使用 当年 中央财政 取得 财政拨款 发生 支出 包括 使用 以前年度 财政拨款 结转 结余 资金 发生 支出 公共服务 类 档案 事务 款 财政拨款 支出 万元 主要 用于 部 机关 档案管理 设备 维护 支出 二 外交 类 国际 组织 款 财政拨款 支出 万元 主要 用于 国际 组织 会费 国际 组织 捐赠 方面 支出 三 外交 类 对外 合作 交流 款 财政拨款 支出 万元 主要 用于 中国 东盟 港口 设施 保安 高级 研修班 支出 四 外交 类 外交 支出 款 财政拨款 支出 万元 主要 用于 中国 马六甲 三国 举办 培训班 方面 支出 五 公共安全 类 公安 款 财政拨款 支出 万元 主要 用于 交通 港航 公安 单位 治安管理 刑事 侦查 消防 方面 支出 六 教育 类 普通教育 款 财政拨款 支出 万元 主要 用于 部属 高等院校 教学 方面 支出 七 教育 类 教师 进修 干部 继续 教育 款 财政拨款 支出 万元 主要 用于 党校 干部 教育 方面 支出 八 科学技术 类 应用 研究 款 财政拨款 支出 万元 主要 用于 部属 科研单位 基本 科研 业务费 方面 支出 九 科学技术 类 技术 研究 开发 款 财政拨款 支出 万元 主要 用于 部属 科研单位 技术 研究 方面 支出 十 科学技术 类 科技 条件 服务 款 财政拨款 支出 万元 主要 用于 部属 科研单位 完善 科技 条件 从事 科技 标准 计量 检测 方面 支出 十一 科学技术 类 科学技术 支出 款 财政拨款 支出 万元 主要 用于 科学技术 方面 支出 十二 文化 体育 传媒 类 新闻出版 款 财政拨款 支出 万元 主要 用于 出版社 基础设施 方面 支出 十三 社会保障 就业 类 行政 事业单位 离退休 款 财政拨款 支出 万元 主要 包括 行政 单位 离退休 财政拨款 支出 万元 主要 包括 所属 行政 单位 开支 离退休 人员 经费支出 事业单位 离退休 财政拨款 支出 万元 主要 包括 所属 事业单位 开支 离退休 人员 经费支出 离退休 人员 管理机构 财政拨款 支出 万元 主要 包括 部 离退休 干部局 离退休 人员 提供 管理 服务 发生 支出 十四 医疗卫生 类 公立医院 款 财政拨款 支出 万元 主要 用于 长江 航运 总医院 支出 十五 医疗卫生 类 公共卫生 款 财政拨款 支出 万元 主要 用于 部属 单位 重大 疾病 预防 控制 重大 公共卫生 服务项目 支出 十六 交通运输 类 公路 水路运输 款 财政拨款 支出 万元 主要 包括 行政 运行 财政拨款 支出 万元 主要 用于 保障 交通运输 部 所属 行政 单位 正常 运行 基本 支出 行政 管理 事务 财政拨款 支出 万元 主要 用于 交通运输 部 所属 行政 机关 完成 特定 行政 工作 任务 事业 发展 目标 发生 项目 支出 机关 服务 财政拨款 支出 万元 主要 用于 交通运输 部 机关 提供 后勤保障 服务 机关 服务中心 支出 车辆 购置税 支出 财政拨款 支出 万元 主要 包括 车辆 购置税 资金 安排 用于 国家 地方 交通运输 重点项目 建设 方面 支出 港口 设施 财政拨款 支出 万元 主要 用于 武汉 综合 码头 工程 方面 支出 航道 维护 财政拨款 支出 万元 主要 用于 长江 航道 整治 维护 方面 支出 安全 通信 财政拨款 支出 万元 主要 用于 长江 交通 通信安全 管理 方面 支出 三峡库区 通航 管理 财政拨款 支出 万元 主要 用于 三峡库区 通航 管理 方面 支出 航务 管理 财政拨款 支出 万元 主要 用于 珠江 航务 管理 方面 支出 船舶 检验 财政拨款 支出 万元 主要 用于 中国籍 非入级 船舶 法定 检验 方面 支出 救助 打捞 财政拨款 支出 万元 主要 用于 购置 救助 打捞 设备 飞机 船舶 基础设施 建设 救助 打捞 单位 基本 支出 方面 支出 海事 管理 财政拨款 支出 万元 主要 用于 沿海 内河 海事 管理 方面 支出 航标 事业 发展 支出 财政拨款 支出 万元 主要 包括 船舶 吨 税收 入 安排 专项 用于 海上 航标 建设 维护 管理 方面 支出 车辆 购置税 用于 地震 灾后 恢复 重建 支出 财政拨款 支出 万元 主要 包括 汶川 地震 用车 购税 资金 安排 用于 地震 灾区 恢复 重建 基础设施 方面 支出 公路 水路运输 支出 万元 主要 用于 上述 项目 以外 公路 水路运输 方面 支出 十七 地震 灾后 恢复 重建 支出 类 基础设施 恢复 重建 款 财政拨款 支出 万元 主要 用于 交通运输 部 所属单位 地震 灾后 基础设施 恢复 重建 方面 支出 十八 住房 保障 支出 类 住房 改革 支出 款 财政拨款 支出 万元 主要 包括 住房 公积金 财政拨款 支出 万元 主要 包括 国家 统一标准 职工 按规定 比例 缴纳 住房 公积金 提租 补贴 财政拨款 支出 万元 主要 包括 国家 规定 职工 发放 租金 补贴 购房 补贴 财政拨款 支出 万元 主要 包括 年 住房 分配 货币化 改革 国家 房改 政策 规定 无房 职工 住房面积 未 达到 规定 标准 职工 发放 住房补贴 
时政,卫生部 官员 中国 农村卫生 工作 四 薄弱环节 中新网 月 日电 今天上午 卫生部 农村卫生 管理司 副司长 张朝阳 改革开放 农业 农村 发展 成就 网上 座谈会 指出 改革开放 三十年 努力 中国 农村卫生 工作 取得 明显 成效 存在 很多 薄弱 环节 第一 重大 疾病 依然 威胁 农民 健康 特别 传染病 疾病 慢性 非 传染病 现在 威胁 比较严重 传染性 疾病 传统 传染病 疾病 结合 血吸虫病 新 传染病 比如说 艾滋病 疾病 农民 健康 非常 危害 农村 人口 结构 变化 老龄化 到来 慢性 非 传染性 疾病 成为 威胁 农民 健康 一个 重要 问题 特别 死因 排序 已经 造成 农村 人口 死亡 一个 主要 原因 农民 带来 很大 经济负担 严重 损害 农村 生产力 第二 城市 城乡 卫生 差距 比较 领域 扩大 比如说 城乡 孕产妇 死亡率 年 农村 地区 孕产妇 死亡率 城市 倍 婴儿 死亡率 城市 倍 提示 这方面 问题 严重性 第三 农村 服务 能力 服务 条件 亟待 改善 比如说 农村 县 乡村 卫生 基础设施 依然 比较落后 很多 村 一级 依靠 老 三件 农民 提供 服务 老 三件 听诊器 血压计 体温计 卫生 队伍 业务素质 亟待 提高 乡镇 一级 执业 医师 执业 助理 医师 乡镇 卫生院 数量 不足 村 一级 多万 卫生 人员 当中 万多一点 执业 助理 医师 村 一级 左右 比例 非常 造成 服务 能力 质量 下降 第四 新型农村 合作医疗 制度 保障 程度 比较 有限 合作医疗 筹资 水平 年 人均 块钱 提高 年 人均 块钱 年 提高 人均 块钱 政府 投入 比例 占 已经 比较 快速 提高 总体 来讲 保障 程度 比较 低 参加 合作医疗 农民 补偿 能力 比较 低 补偿 额度 高 说 降低 医药 风险 方面 作用 限制 张朝阳 指出 问题 当中 关键 一个 因素 可能 人员 素质 问题 问题 解决 一个 系统工程 周期 比较 长 现在 政府 采取 措施 解决 瓶颈 问题 表示 医药卫生 体制改革 深化 问题 得到 解决 以此 提高 农民 健康 水平 
时政,委内瑞拉 监狱 囚犯 爆发 枪战 死 伤 中新网 月 日电 外电报道 委内瑞拉 安全部门 高官 时间 日称 卡维马斯 一家 监狱 囚犯 之间 爆发 枪战 造成 名 犯人 死亡 受伤 祖 利亚州 安全部长 卡尔德拉 说 正在 处理 死亡 重伤 事情 名 重伤员 担心 难以 存活 枪战 爆发 时 囚犯 家属 探监 时间 两个 囚犯 团伙 之间 发生争执 演变成 暴力 冲突 双方 动用 道具 枪支 武器 卡尔德拉 说 目前 局势 已经 得到 完全 控制 报道 称 这家 监狱 只能 容纳 名 犯人 关押 多人 委内瑞拉 很多 监狱 饱受 人员 过度 拥挤 暴力事件 频发 困扰 欢迎 发表 评论 我要 评论
时政,组图 世界 落差 最大 瀑布 安赫尔 瀑布 位于 委内瑞拉 东南部 玻利瓦尔 州卡奈 依玛 国家 公园 安赫尔 瀑布 世界 落差 最大 瀑布 落差 达 米 卡奈 伊玛 国家 公园 年 月 日 成立 占地面积 约 万公顷 委内瑞拉 第二 国家 公园 年 联合国教科文组织 宣布 世界 自然遗产 国家 公园 热带 森林 草原 河流 瀑布群 形成 景观 非常 秀美 每年 世界各地 游客 慕名而来 
时政,法国 名 劫匪 独自 抢走 高档 首饰店 千万 欧元 货品 新华社 电 法国 首都 巴黎 月 日 发生 珠宝 劫案 一名 劫匪 单枪匹马 劫走 一家 高档 首饰店 价值 大约 万 欧元 万美元 货品 劫案 发生 精品店 云集 旺 多姆 广场 巴黎 警方 发言人 勒邦 说 一名 男子 当天 下午 走进 一家 萧邦 精品 首饰店 拿出 一把 手枪 逼 店员 件 首饰 交给 勒邦 说 掌握 初步 信息 嫌疑人 一名 大约 岁 男子 穿着 时髦 套装 戴着 软檐 帽 勒邦 说 这名 男子 看起来 一名 普通 顾客 进店 拿出 手枪 实施 抢劫 整个 抢劫 过程 仅用 约 分钟 巴黎 警方 接到 报警 很快 赶到 现场 目前 展开 调查 另据 法国 媒体报道 萧邦 旺 多姆 广场 店 已经 停止 营业 店铺 内外 加强 安保 措施 总部 位于 瑞士 萧邦 世界 知名 首饰 商 时常 出借 名贵 首饰 装点 走 红地毯 好莱坞 明星 巴黎 世界 知名 珠宝店 成为 持械 抢劫 对象 已经 稀奇 去年 月 美国 哈利 温斯顿 珠宝店 位于 巴黎 一家 店铺 遭遇 持械 抢劫 造成 商家 损失 达 万 欧元 约合 亿美元 近 几十年 法国 最大 一起 持械 抢劫案件 
时政,金正日 视察 工厂 企业 强调 大量 生产 低碳 产品 新华网 平壤 月 日电 记者 高浩荣 赵展 朝鲜 媒体 日 报道 朝鲜 最高 领导人 金正日 近日 视察 地方 工厂 企业 时 强调 朝鲜 大量 生产 低碳 产品 世界 经济 发展 方向 大力发展 绿色 经济 朝鲜 劳动新闻 报道 说 金正日 近日 视察 咸镜南道 端川 镁砂 厂时 这家 工厂 利用 本厂 生产 轻烧 镁砂 生产 能够 吸收 二氧化碳 装修 材料 产品 给予 高度赞扬 说 产品 能够 防止 气候 变暖 作出贡献 当前 世界 经济 正 低碳 经济 绿色 经济 方向 发展 朝鲜 这一 方向 生产 更 低碳 产品 绿色 产品 金正日 强调 朝鲜 必须 依靠 力量 资源 促进 经济 发展 主体化 朝鲜 经济 绝对 不变 前进 道路 建成 社会主义 强盛 大国 朝鲜 劳动新闻 当天 报道 金正日 视察 咸镜南道 端川 矿山 机械厂 端川港 建设 工地 消息 朝鲜中央通讯社 当天 报道 金正日 视察 咸镜北道 茂山 矿山 联合 企业 和茂山 食品厂 消息 报道 均 没有 透露 上述 视察 活动 具体 时间 
时政,卫生部 十一五 人均 期望 寿命 预计 至少 提高 岁 中新网 月 日电 年 全国 卫生 工作 会议 日 上午 北京 举行 卫生部 部长 陈竺 介绍 十一五 卫生 发展 成就 时 指出 国民 健康 指标 显著 改善 十一五 期间 中国 人均 期望 寿命 预计 至少 提高 岁 陈竺 说 过去 五年 国民 健康 指标 显著 改善 群众 得到 更 健康 利益 孕产妇 死亡率 年 万 下降 年 万 下降 婴儿 死亡率 年 下降 年 下降 均 提前 实现 十一五 规划 目标 陈竺 说 年 全国 门急诊 人次 达到 亿 年 增加 亿人次 增长 全国 住院 人数 达到 亿人次 年 增加 万人次 增长 人民 群众 医疗 服务 需求 得到 更好 满足 看病 就医 更加 方便 陈竺 称 十一五 期间 卫生 费用 结构 发生 重大 变化 个人卫生 支出 占 卫生 总费用 比重 年 下降 年 居民 个人 医疗卫生 支出 过快 增长 趋势 得到 进一步 遏制 
时政,伊朗 传唤 非法 入境 美国 到庭 受审 新华网 德黑兰 月 日电 记者 杜 源江 何光海 伊朗 司法部门 发言人 穆赫 辛尼 埃杰 耶德 日 说 伊朗 法庭 已经 传唤 去年 月 获 保释 出狱 美国 莎拉 舒 尔德 到庭 受审 伊朗伊斯兰共和国通讯社 援引 埃杰 耶德 说 伊朗 伊斯兰 革命 法庭 月 日 审理 莎拉 舒 尔德 案件 去年 月 日 缴纳 万美元 保释金 伊朗 德黑兰 市 检察长 贾法里 德拉 塔巴 迪 下令 释放 莎拉 舒 尔德 扣押 两名 美国 仍然 在押 莎拉 舒 尔德 立即 离境 返回 美国 美国 莎拉 舒 尔德 沙恩 鲍尔 乔希 法 塔勒 年 月 伊拉克 北部 库尔德 自治区 进入 伊朗 遭 逮捕 伊朗 指控 非法 入境 间谍 表示 进行 审判 美方 否认 伊朗 说法 一直 要求 释放 
时政,台湾 又现 三起 群聚 感染 甲型 流感 事件 中国台湾 网 月 日 消息 台湾 甲型 流感 疫情 来势汹汹 入侵 校园 今天上午 台当局 疾病 管制 局 接获 疑似 甲型 流感 群聚 感染 通报 均 发生 中学校园 群聚 感染 学校 为主 专家 担心 开学 疫情 可能 难以 收拾 台湾 联合晚报 报道 台当局 疾病 管制 局 副局长 林顶 指出 疑似 群聚 感染 大台北区 发生 高中 共有 发病 防疫 人员 采检 南部 地区 起则 初中 高中 名 学生 出现 流感 症状 采验 发病 人数 检验 下午 出炉 台大医院 小儿 感染 科主任 黄立民 预测 这一波 甲型 流感 疫情 一定 会 越来越 严重 暑假 结束 开学 互动 频繁 学生 族群 成为 防疫 重点 黄立民 分析 甲型 流感 疫情 必须 月 疫情 会 逐渐 降温 倒 各项 防疫 措施 阻绝 病毒 扩散 病毒 小区 传散 月 疫情 会 逐渐 降温 疫情 扩散 台湾 中研院 院士 前 卫生署 长 陈健仁 更是 担心 不已 保守 估计 岛内 感染 新型 流感 人数 超过 万人 一个月 累积 加成 月 开学 时 感染 人数 大约 几万人 病毒 传散 速度 惊人 陈健仁 分析 一个 流感 病人 平均 会 病毒 传给 流感 具有 抵抗力 顶多 个人 会 影响 出现 症状 甲型 流感 不同 大部分 没有 抗体 一传 传染 速度 进行 疫情 提早 引爆 主因 防疫 重点 陈健仁 认为 应该 放在 治疗 疫情 大浪 铺天盖地 锐不可当 绝大多数 感染者 轻症 重症 患者 获得 妥善 照护 抗病毒 药物 够用 疫苗 赶得上 及时 接种 民众 不用 过度 紧张 高大 林 
时政,中国 乌兹别克斯坦 经贸合作 论坛 举行 新华网 阿拉木图 月 日电 记者 李斌 塔什干 消息 中国 乌兹别克斯坦 经贸合作 论坛 日 塔什干 国际 商务中心 举行 中国 贸易 投资 促进 团团长 中国机电产品进出口商会 副会长 刘美 致辞 中说 中国 代表团 访乌是 增进 两 国 企业界 交流 建立 更加 有效 机制 拓展 双方 合作 领域 丰富 合作 内容 提高 双方 抵御 金融危机 能力 中国 驻 乌兹别克斯坦 大使馆 经济 商务 参赞 立新 代表 使馆 发言 说 中国 贸易 投资 促进 团访 乌是 落实 两 国 领导人 达成 共识 充分 显示 中方 进一步 发展 两国间 务实 合作 诚意 决心 说 使馆 经商 处愿 两国 企业 建立联系 扩大 合作 创造条件 乌兹别克斯坦 对外 经济 关系 投资 贸易部 副 部长 图里 亚干 诺夫 投资 咨询 署 署长 伊尔 马托夫 介绍 乌 投资 环境 中国 企业 合作 前景 乌纳沃 伊 自由 经济 工业区 招商引资 情况 当天 中乌 双方 共 多家 企业 进行 分组 会谈 具体 合作项目 进行 对口 洽谈 拟 日 签订 一系列 合作 协议 意向书 中国 驻 乌兹别克斯坦 大使 洪君 出席 当天 活动 
时政,美 地产 大亨 称 奥巴马 坏 学生 不该 进 名校 读书 环球网 记者 朱盈库 报道 英国 每日 电讯报 月 日 报道 有意 参加 年 美国 总统大选 地产 大亨 特朗普 日前 表示 听说 美国 现任 总统 奥巴马 一个 坏 学生 奥巴马 就读 美国 名校 表示 惊讶 特朗普 暗指 奥巴马 说 一个 坏 学生 能进 哥伦比亚大学 之后 进 哈佛大学 会 这种 事 报道 说 这位 亿万富豪 没有 提供 奥巴马 称为 坏 学生 证明 表示 白宫 拒绝 公开 奥巴马 大学 成绩单 说明 奥巴马 掩藏 信息 
时政,法 第一夫人 机密信息 被盗 总统 夫妇 安保 升级 图 中新网 月 日电 外媒 报道 法国 第一夫人 卡拉 布鲁尼 私人 助理 巴黎 住宅 遭 窃贼 入室 盗窃 包括 笔记本电脑 书面 文件 在内 物品 被盗 可能 包含 涉及 第一夫人 总统 萨科奇 高度 敏感 信息 警方 担心 萨科奇 总统 第一夫人 行程 可能 掌握 窃贼 手中 据称 窃贼 现在 掌握 信息 不得而知 两人 日程安排 安全 敏感 细节 可能 会 泄露 预防 不测 法国 总统 夫妇 保卫 措施 升级 失窃 女士 布鲁尼 一名 私人 助理 名字 没有 对外 公布 本月 早些时候 法国 总统 女 候选人 塞戈莱娜 罗亚尔 巴黎 豪宅 遭遇 四年 第三次 入室 盗窃 这位 岁 社会党人 称 这起 盗窃 一起 阴险 恐吓 行为 
时政,韩裔 开发商 收购 两栋 大楼 引发 热议 中新网 月 日电 趁著 美国 房地产 疲软 之际 亚洲 投资 家 积极 进军 纽约市 相 中 高价 曼哈顿 商业 大楼 纽约 韩裔 开发商 韩国 锦湖 综合 金融公司 收购 美国 国际 集团 两栋 大楼 纽约市 成为 轰动 话题 台湾 中国时报 报道 中介 公司 副 总裁班 恩说 韩国 投资 客对 曼哈顿 地产 兴趣 中国 印尼 新加坡 很多 亚洲 投资人 问价 房产 经纪 公司 执行 副总裁 寇恩说 地区 投资人 相比 亚洲 投资人 比较 信心 不会 害怕 绝对 一个 趋势 不少 亚洲 财团 有意 收购 商业 大楼 纽约时报 指出 迹象 显示 亚洲 比较 不受 这波 经济危机 影响 资金 充裕 亚洲 财团 曼哈顿 房地产 市场 非常 吸引力 这是 韩国 企业 首度 重金 收购 纽约 商业 大楼 曼哈顿 下城 今年 最大 笔 房地产 交易 大楼 座落在 华尔街 区 总部 大楼 层 年 建成 纽约市 第五 高楼 
